,Project Code,PQ #,PO / SO #,Country,Managed By,Fulfill Via,Vendor INCO Term,Shipment Mode,PQ First Sent to Client Date,PO Sent to Vendor Date,Scheduled Delivery Date,Delivered to Client Date,Delivery Recorded Date,Product Group,Sub Classification,Vendor,Item Description,Molecule/Test Type,Brand,Dosage,Dosage Form,Unit of Measure (Per Pack),Line Item Quantity,Line Item Value,Pack Price,Unit Price,Manufacturing Site,First Line Designation,Weight (Kilograms),Freight Cost (USD),Line Item Insurance (USD)
1943,100-ZW-T01,Pre-PQ Process,SO-2667,Zimbabwe,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,11-06-08,11-06-08,11-06-08,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,Tablet - FDC,60,37240,275576,7.4,0.12,"Cipla, Goa, India",Yes,7806,45047.32,440.92
1945,110-ZM-T01,Pre-PQ Process,SO-2488,Zambia,PMO - US,From RDC,N/A - From RDC,Truck,Pre-PQ Process,N/A - From RDC,17-06-08,17-06-08,17-06-08,ARV,Adult,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,55560,188904,3.4,0.06,Hetero Unit III Hyderabad IN,Yes,3224,4217.45,302.25
1946,111-MZ-T01,Pre-PQ Process,SO-1824,Mozambique,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,31-03-08,31-03-08,31-03-08,ARV,Adult,SCMS from RDC,"Ritonavir 100mg [Norvir], capsules, cool, 84 Caps",Ritonavir,Norvir,100mg,Capsule,84,630,6041.7,9.59,0.11,ABBVIE (Abbott) Logis. UK,Yes,185,1214.2,9.67
1952,132-NG-T01,Pre-PQ Process,SO-2708,Nigeria,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,27-06-08,27-06-08,27-06-08,ARV,Adult,SCMS from RDC,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,25000,300250,12.01,0.4,"Aurobindo Unit III, India",Yes,2173,9906.63,480.4
1958,109-TZ-T01,Pre-PQ Process,SO-1943,Tanzania,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,23-04-08,23-04-08,23-04-08,ARV,Pediatric,SCMS from RDC,"Didanosine 100mg, chewable/dispersible tablets, 60 Tabs",Didanosine,Generic,100mg,Chewable/dispersible tablet,60,11640,90210,7.75,0.13,"Aurobindo Unit III, India",Yes,2427,8381.22,144.34
1959,104-CI-T01,Pre-PQ Process,SO-2043,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,08-04-08,08-04-08,08-04-08,ARV,Pediatric,SCMS from RDC,"Efavirenz 30mg/ml [Stocrin/Sustiva], oral solution, Bottle, 180 ml",Efavirenz,Stocrin/Sustiva,30mg/ml,Oral solution,180,1503,25490.88,16.96,0.09,"MSD, Haarlem, NL",Yes,608,1996.68,40.79
1961,106-HT-T01,Pre-PQ Process,SO-1287,Haiti,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,04-03-08,04-03-08,04-03-08,ARV,Adult,SCMS from RDC,"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,Generic,150mg,Tablet,60,2871,8727.84,3.04,0.05,"Aurobindo Unit III, India",Yes,144,2504.44,13.96
1962,104-CI-T01,Pre-PQ Process,SO-1547,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,17-04-08,17-04-08,17-04-08,ARV,Adult,SCMS from RDC,"Saquinavir 200mg [Invirase], capsules, 270 Caps",Saquinavir,Invirase,200mg,Capsule,270,977,76831.28,78.64,0.29,Roche Basel,Yes,490,1765.4,122.93
1964,109-TZ-T01,Pre-PQ Process,SO-1999,Tanzania,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,23-04-08,23-04-08,23-04-08,ARV,Adult,SCMS from RDC,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,18451,229161.42,12.42,0.41,"Aurobindo Unit III, India",Yes,1636,6195.24,366.66
1966,113-ZW-T01,Pre-PQ Process,SO-1922,Zimbabwe,PMO - US,From RDC,N/A - From RDC,Truck,Pre-PQ Process,N/A - From RDC,12-03-08,12-03-08,12-03-08,ARV,Adult,SCMS from RDC,"Zidovudine 300mg, tablets, 60 Tabs",Zidovudine,Generic,300mg,Tablet,60,525,4278.75,8.15,0.14,"Aurobindo Unit III, India",Yes,395,1746.3,6.85
1967,130-NG-T01,Pre-PQ Process,SO-2500,Nigeria,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,09-05-08,09-05-08,09-05-08,ARV,Adult,SCMS from RDC,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,1031,12382.31,12.01,0.4,"Aurobindo Unit III, India",Yes,236,1651.16,19.81
1971,112-NG-T01,Pre-PQ Process,SO-2731,Nigeria,PMO - US,From RDC,N/A - From RDC,Truck,Pre-PQ Process,N/A - From RDC,03-06-08,03-06-08,03-06-08,ARV,Pediatric,SCMS from RDC,"Lamivudine 10mg/ml, oral solution, Bottle, 240 ml",Lamivudine,Generic,10mg/ml,Oral solution,240,1000,1920,1.92,0.01,"Aurobindo Unit III, India",Yes,346,1988.9,3.07
1972,106-HT-T01,Pre-PQ Process,SO-12161,Haiti,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,09-09-08,09-09-08,09-09-08,ARV,Pediatric,SCMS from RDC,"Zidovudine 10mg/ml, oral solution, Bottle, 240 ml",Zidovudine,Generic,10mg/ml,Oral solution,240,1440,3024,2.1,0.01,"Aurobindo Unit III, India",Yes,538,7100.67,4.84
1976,106-HT-T01,Pre-PQ Process,SO-12150,Haiti,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,07-08-08,07-08-08,07-08-08,ARV,Pediatric,SCMS from RDC,"Efavirenz 30mg/ml [Stocrin/Sustiva], oral solution, Bottle, 180 ml",Efavirenz,Stocrin/Sustiva,30mg/ml,Oral solution,180,150,2544,16.96,0.09,"MSD, Haarlem, NL",Yes,702,8762.02,4.07
1978,126-NG-T01,Pre-PQ Process,SO-10770,Nigeria,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,18-08-08,18-08-08,18-08-08,ARV,Adult,SCMS from RDC,"Stavudine 30mg, capsules, 60 Caps",Stavudine,Generic,30mg,Capsule,60,13380,20739,1.55,0.03,"Aurobindo Unit III, India",Yes,925,9185.15,33.18
1979,112-NG-T01,Pre-PQ Process,SO-2727,Nigeria,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,31-08-08,31-08-08,31-08-08,ARV,Adult,SCMS from RDC,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,1001,9359.35,9.35,0.16,Mylan (formerly Matrix) Nashik,Yes,82,1151.48,14.97
1983,132-NG-T01,Pre-PQ Process,SO-2707,Nigeria,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,28-09-08,28-09-08,28-09-08,ARV,Adult,SCMS from RDC,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,25000,300250,12.01,0.4,"Aurobindo Unit III, India",Yes,6124,13353.34,480.4
1984,106-HT-T01,Pre-PQ Process,SO-12162,Haiti,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,10-10-08,10-10-08,10-10-08,ARV,Pediatric,SCMS from RDC,"Zidovudine 10mg/ml, oral solution, Bottle, 240 ml",Zidovudine,Generic,10mg/ml,Oral solution,240,2613,5487.3,2.1,0.01,"Aurobindo Unit III, India",Yes,979,11836.61,8.78
1985,110-ZM-T01,Pre-PQ Process,SO-16670,Zambia,PMO - US,From RDC,N/A - From RDC,Truck,Pre-PQ Process,N/A - From RDC,01-12-08,01-12-08,01-12-08,ARV,Adult,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,20989,71362.6,3.4,0.06,Hetero Unit III Hyderabad IN,Yes,1162,3629.37,139.87
1986,107-RW-T01,Pre-PQ Process,SO-17220,Rwanda,PMO - US,From RDC,N/A - From RDC,Truck,Pre-PQ Process,N/A - From RDC,05-11-08,05-11-08,05-11-08,ARV,Adult,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,4703,15049.6,3.2,0.05,"Aurobindo Unit III, India",Yes,455,3754.14,29.5
1988,104-CI-T01,Pre-PQ Process,SO-16222,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,14-02-09,14-02-09,14-02-09,ARV,Adult,SCMS from RDC,"Abacavir 300mg, tablets, 60 Tabs",Abacavir,Generic,300mg,Tablet,60,3000,76740,25.58,0.43,Mylan (formerly Matrix) Nashik,Yes,187,5110.42,150.41
1989,107-RW-T01,Pre-PQ Process,SO-23000,Rwanda,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,06-02-09,06-02-09,06-02-09,ARV,Adult,SCMS from RDC,"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,Generic,150mg,Tablet,60,10530,25693.2,2.44,0.04,"Aurobindo Unit III, India",Yes,544,5029.05,50.36
1993,104-CI-T01,Pre-PQ Process,SO-16221,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,02-03-09,02-03-09,02-03-09,ARV,Pediatric,SCMS from RDC,"Stavudine 1mg/ml, powder for oral solution, 200 ml",Stavudine,Generic,1mg/ml,Oral solution,200,1200,1680,1.4,0.01,"Aurobindo Unit III, India",Yes,115,1297.57,3.29
1994,151-NG-T01,Pre-PQ Process,SO-21782,Nigeria,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,24-03-09,24-03-09,24-03-09,ARV,Adult,SCMS from RDC,"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg [Truvada], tablets, 30 Tabs",Emtricitabine/Tenofovir Disoproxil Fumarate,Truvada,300/200mg,Tablet - FDC,30,37666,988732.5,26.25,0.88,"Aspen-OSD, Port Elizabeth, SA",Yes,3273,6443.63,1937.92
2000,106-HT-T01,Pre-PQ Process,SO-23790,Haiti,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,10-03-09,10-03-09,10-03-09,ARV,Adult,SCMS from RDC,"Abacavir 300mg, tablets, 60 Tabs",Abacavir,Generic,300mg,Tablet,60,450,11452.5,25.45,0.42,Mylan (formerly Matrix) Nashik,Yes,47,1432.88,22.45
2001,126-NG-T01,Pre-PQ Process,SO-10750,Nigeria,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,24-07-08,24-07-08,24-07-08,ARV,Adult,SCMS from RDC,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,4200,49224,11.72,0.39,"Aurobindo Unit III, India",Yes,621,4099.51,78.76
2002,109-TZ-T01,Pre-PQ Process,SO-2565,Tanzania,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,29-08-08,29-08-08,29-08-08,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,Tablet - FDC,60,2011,14881.4,7.4,0.12,"Cipla, Goa, India",Yes,6650,36855.6,23.81
2006,123-NG-T01,Pre-PQ Process,SO-2554,Nigeria,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,30-10-08,30-10-08,30-10-08,ARV,Adult,SCMS from RDC,"Stavudine 30mg, capsules, 60 Caps",Stavudine,Generic,30mg,Capsule,60,7876,11971.52,1.52,0.03,"Aurobindo Unit III, India",Yes,5588,18617.93,23.46
2009,110-ZM-T01,Pre-PQ Process,SO-2543,Zambia,PMO - US,From RDC,N/A - From RDC,Truck,Pre-PQ Process,N/A - From RDC,25-11-08,25-11-08,25-11-08,ARV,Adult,SCMS from RDC,"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg [Truvada], tablets, 30 Tabs",Emtricitabine/Tenofovir Disoproxil Fumarate,Truvada,300/200mg,Tablet - FDC,30,100000,2625000,26.25,0.88,"Aspen-OSD, Port Elizabeth, SA",Yes,88190,11519.94,5145
2011,104-CI-T01,Pre-PQ Process,SO-16190,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,05-01-09,05-01-09,05-01-09,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,Tablet - FDC,60,19290,138888,7.2,0.12,"Cipla, Goa, India",Yes,2096,19495.73,272.22
2012,104-CI-T01,Pre-PQ Process,SO-16223,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,05-03-09,05-03-09,05-03-09,ARV,Pediatric,SCMS from RDC,"Stavudine 1mg/ml, powder for oral solution, 200 ml",Stavudine,Generic,1mg/ml,Oral solution,200,800,1120,1.4,0.01,"Aurobindo Unit III, India",Yes,77,1286,2.2
2013,110-ZM-T01,Pre-PQ Process,SO-1897,Zambia,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,06-10-08,06-10-08,06-10-08,ARV,Adult,SCMS from RDC,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,20880,250768.8,12.01,0.4,Mylan (formerly Matrix) Nashik,Yes,1603,8539.26,401.23
2015,151-NG-T01,Pre-PQ Process,SO-21800,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,Pre-PQ Process,N/A - From RDC,19-03-09,19-03-09,19-03-09,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,63940,728916,11.4,0.19,"Aurobindo Unit III, India",Yes,7189,11492.86,1428.68
2016,151-NG-T01,Pre-PQ Process,SO-21808,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,Pre-PQ Process,N/A - From RDC,19-03-09,19-03-09,19-03-09,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,4314,49179.6,11.4,0.19,"Aurobindo Unit III, India",Yes,485,22985.73,96.39
2022,104-CI-T01,Pre-PQ Process,SO-21882,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,12-05-09,12-05-09,12-05-09,ARV,Pediatric,SCMS from RDC,"Abacavir 20mg/ml, oral solution, Bottle, 240 ml",Abacavir,Generic,20mg/ml,Oral solution,240,352,5280,15,0.06,"Aurobindo Unit III, India",Yes,125,1328.03,10.35
2023,106-HT-T01,Pre-PQ Process,SO-24831,Haiti,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,14-04-09,14-04-09,14-04-09,ARV,Pediatric,SCMS from RDC,"Abacavir 20mg/ml, oral solution, Bottle, 240 ml",Abacavir,Generic,20mg/ml,Oral solution,240,274,4110,15,0.06,"Aurobindo Unit III, India",Yes,98,1763.84,8.06
2024,111-MZ-T01,Pre-PQ Process,SO-25020,Mozambique,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,08-06-09,08-06-09,08-06-09,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,10808,127534.4,11.8,0.2,Mylan (formerly Matrix) Nashik,Yes,1320,6759.55,249.97
2026,151-NG-T01,Pre-PQ Process,SO-22522,Nigeria,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,30-04-09,30-04-09,30-04-09,ARV,Adult,SCMS from RDC,"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg [Truvada], tablets, 30 Tabs",Emtricitabine/Tenofovir Disoproxil Fumarate,Truvada,300/200mg,Tablet - FDC,30,2067,54258.75,26.25,0.88,"Aspen-OSD, Port Elizabeth, SA",Yes,235,2922.53,106.35
2029,104-CI-T01,Pre-PQ Process,SO-27520,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,11-06-09,11-06-09,11-06-09,ARV,Pediatric,SCMS from RDC,"Efavirenz 200mg, capsule, 90 Caps",Efavirenz,Generic,200mg,Capsule,90,1680,25636.8,15.26,0.17,"Aurobindo Unit III, India",Yes,3337,9936.96,50.25
2032,111-MZ-T01,Pre-PQ Process,SO-17530,Mozambique,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,20-05-09,20-05-09,20-05-09,ARV,Adult,SCMS from RDC,"Indinavir 400mg [Crixivan], capsules, 180 Caps",Indinavir,Crixivan,400mg,Capsule,180,616,30800,50,0.28,"MSD, Haarlem, NL",Yes,227,1943.05,60.37
2034,110-ZM-T01,Pre-PQ Process,SO-17630,Zambia,PMO - US,From RDC,N/A - From RDC,Truck,Pre-PQ Process,N/A - From RDC,10-06-09,10-06-09,10-06-09,ARV,Adult,SCMS from RDC,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,100000,1100000,11,0.37,Hetero Unit III Hyderabad IN,Yes,7736,10069.54,2156
2038,106-HT-T01,Pre-PQ Process,SO-24851,Haiti,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,25-06-09,25-06-09,25-06-09,ARV,Adult,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,18750,56250,3,0.05,Hetero Unit III Hyderabad IN,Yes,111,12448.02,110.25
2070,110-ZM-T01,Pre-PQ Process,SO-229,Zambia,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,29-03-07,29-03-07,29-03-07,ARV,Adult,SCMS from RDC,"Abacavir 300mg, tablets, 60 Tabs",Abacavir,Generic,300mg,Tablet,60,3334,118357,35.5,0.59,"Aurobindo Unit III, India",Yes,161,7441.23,45.57
2073,100-CI-T01,Pre-PQ Process,SO-390,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,04-05-07,04-05-07,04-05-07,ARV,Adult,SCMS from RDC,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,10000,162500,16.25,0.54,"Aurobindo Unit III, India",Yes,898,3002,45.57
2076,100-CI-T01,Pre-PQ Process,SO-437,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,30-04-07,30-04-07,30-04-07,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,Tablet - FDC,60,9000,67500,7.5,0.12,"Cipla, Goa, India",Yes,972,3162,45.57
2077,100-CI-T01,Pre-PQ Process,SO-411,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,04-05-07,04-05-07,04-05-07,ARV,Adult,SCMS from RDC,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,1000,10250,10.25,0.17,"Aurobindo Unit III, India",Yes,114,1470,45.57
2078,100-CI-T01,Pre-PQ Process,SO-285,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,30-04-07,30-04-07,30-04-07,ARV,Adult,SCMS from RDC,"Tenofovir Disoproxil Fumarate 300mg [Viread], tablets, 30 Tabs",Tenofovir Disoproxil Fumarate,Viread,300mg,Tablet,30,456,7752,17,0.57,Gilead(Nycomed) Oranienburg DE,Yes,682,2527,45.57
2080,100-CI-T01,Pre-PQ Process,SO-431,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,30-04-07,30-04-07,30-04-07,ARV,Adult,SCMS from RDC,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,8148,132405,16.25,0.54,"Aurobindo Unit III, India",Yes,741,2656,45.57
2084,111-MZ-T01,Pre-PQ Process,SO-379,Mozambique,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,04-07-07,04-07-07,04-07-07,ARV,Adult,SCMS from RDC,"Abacavir/Lamivudine/Zidovudine 300/150/300mg [Trizivir], tablets, 60 Tabs",Abacavir/Lamivudine/Zidovudine,Trizivir,300/150/300mg,Tablet - FDC,60,1019,71330,70,1.17,GSK Ware (UK),Yes,138,439.17,45.57
2085,111-MZ-T01,Pre-PQ Process,SO-578,Mozambique,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,11-07-07,11-07-07,11-07-07,ARV,Adult,SCMS from RDC,"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,120,801,32921.1,41.1,0.34,ABBVIE Ludwigshafen Germany,Yes,333,630.23,45.57
2090,112-NG-T01,Pre-PQ Process,SO-636,Nigeria,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,26-06-07,26-06-07,26-06-07,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Stavudine 150/200/40mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Stavudine,Generic,150/200/40mg,Tablet - FDC,60,903,6953.1,7.7,0.13,"Cipla, Goa, India",Yes,57,1339.8,11.12
2091,113-ZW-T01,Pre-PQ Process,SO-415,Zimbabwe,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,20-05-07,20-05-07,20-05-07,ARV,Adult,SCMS from RDC,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,2800,45528,16.26,0.54,"Aurobindo Unit III, India",Yes,246,1130.49,45.57
2092,110-ZM-T01,Pre-PQ Process,SO-313,Zambia,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,20-06-07,20-06-07,20-06-07,ARV,Pediatric,SCMS from RDC,"Abacavir 20mg/ml, oral solution, Bottle, 240 ml",Abacavir,Generic,20mg/ml,Oral solution,240,237,5095.5,21.5,0.09,"Aurobindo Unit III, India",Yes,85,759.41,8.15
2095,104-CI-T01,Pre-PQ Process,SO-524,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,14-08-07,14-08-07,14-08-07,ARV,Adult,SCMS from RDC,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,7426,79309.68,10.68,0.18,"Aurobindo Unit III, India",Yes,3073,7947,126.9
2096,110-ZM-T01,Pre-PQ Process,SO-464,Zambia,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,16-07-07,16-07-07,16-07-07,ARV,Adult,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,79029,282133.53,3.57,0.06,"Aurobindo Unit III, India",Yes,7393,30412.53,451.41
2097,104-CI-T01,Pre-PQ Process,SO-774,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,21-08-07,21-08-07,21-08-07,ARV,Adult,SCMS from RDC,"Stavudine 15mg, capsules, 60 Caps",Stavudine,Generic,15mg,Capsule,60,1161,2496.15,2.15,0.04,"Aurobindo Unit III, India",Yes,399,4200.78,3.99
2098,107-RW-T01,Pre-PQ Process,SO-814,Rwanda,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,06-08-07,06-08-07,06-08-07,ARV,Adult,SCMS from RDC,"Indinavir 400mg [Crixivan], capsules, 180 Caps",Indinavir,Crixivan,400mg,Capsule,180,112,5600,50,0.28,MSD Elkton USA,Yes,24,1161,8.96
2102,109-TZ-T01,Pre-PQ Process,SO-457,Tanzania,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,29-08-07,29-08-07,29-08-07,ARV,Adult,SCMS from RDC,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,29489,314942.52,10.68,0.18,"Aurobindo Unit III, India",Yes,2670,7533,503.91
2111,110-ZM-T01,Pre-PQ Process,SO-822,Zambia,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,07-09-07,07-09-07,07-09-07,ARV,Pediatric,SCMS from RDC,"Abacavir 20mg/ml, oral solution, Bottle, 240 ml",Abacavir,Generic,20mg/ml,Oral solution,240,1000,16500,16.5,0.07,"Aurobindo Unit III, India",Yes,355,1886.39,26.4
2119,105-GY-T01,Pre-PQ Process,SO-1233,Guyana,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,07-11-07,07-11-07,07-11-07,ARV,Adult,SCMS from RDC,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,1848,17556,9.5,0.16,"Aurobindo Unit III, India",Yes,402,4807,28.09
2127,110-ZM-T01,Pre-PQ Process,SO-1314,Zambia,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,12-12-07,12-12-07,12-12-07,ARV,Adult,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,60440,205496,3.4,0.06,"Aurobindo Unit III, India",Yes,5725,15671.53,328.79
2129,117-ET-T01,Pre-PQ Process,SO-1524,Ethiopia,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,20-12-07,20-12-07,20-12-07,ARV,Adult,SCMS from RDC,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,1797,17071.5,9.5,0.16,"Aurobindo Unit III, India",Yes,170,892,27.31
2131,117-ET-T01,Pre-PQ Process,SO-1530,Ethiopia,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,20-12-07,20-12-07,20-12-07,ARV,Adult,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,1255,4267,3.4,0.06,"Aurobindo Unit III, India",Yes,120,1318,6.83
